user_id,device,channel,country,age_group,step,step_order,timestamp,session_sec,pages_viewed,dropped_at
EE6D76A5,desktop,paid_ads,Australia,18-24,visit,1,2024-03-07 01:40:56,44,5,
EE6D76A5,desktop,paid_ads,Australia,18-24,signup,2,2024-03-07 01:44:42,78,3,
EE6D76A5,desktop,paid_ads,Australia,18-24,add_to_cart,3,2024-03-07 02:00:26,385,3,
EE6D76A5,desktop,paid_ads,Australia,18-24,checkout,4,2024-03-07 02:17:12,362,5,
EE6D76A5,desktop,paid_ads,Australia,18-24,purchase,5,2024-03-07 02:54:07,35,2,
07E97D34,mobile,organic_search,Australia,45-54,visit,1,2024-02-23 22:58:27,95,4,signup
C38E5D77,mobile,social_media,Canada,25-34,visit,1,2024-01-31 04:35:13,122,3,signup
E5521420,mobile,organic_search,India,45-54,visit,1,2024-02-11 19:26:05,113,4,signup
82AEB438,desktop,social_media,India,25-34,visit,1,2024-05-28 06:08:25,72,2,checkout
82AEB438,desktop,social_media,India,25-34,signup,2,2024-05-28 06:43:52,146,2,checkout
82AEB438,desktop,social_media,India,25-34,add_to_cart,3,2024-05-28 07:25:49,346,7,checkout
B0AAC779,desktop,direct,Australia,35-44,visit,1,2024-03-06 08:38:39,170,3,add_to_cart
B0AAC779,desktop,direct,Australia,35-44,signup,2,2024-03-06 09:07:47,222,4,add_to_cart
73618750,desktop,organic_search,India,45-54,visit,1,2024-01-20 20:20:03,112,5,add_to_cart
73618750,desktop,organic_search,India,45-54,signup,2,2024-01-20 20:58:17,114,4,add_to_cart
8A854A8E,desktop,organic_search,India,35-44,visit,1,2024-01-19 00:13:37,95,3,signup
EC7FE7CC,mobile,organic_search,USA,35-44,visit,1,2024-03-14 18:35:22,81,4,add_to_cart
EC7FE7CC,mobile,organic_search,USA,35-44,signup,2,2024-03-14 18:38:43,120,1,add_to_cart
ACEBFBC6,desktop,organic_search,UK,25-34,visit,1,2024-01-19 18:43:51,107,1,checkout
ACEBFBC6,desktop,organic_search,UK,25-34,signup,2,2024-01-19 18:59:59,114,3,checkout
ACEBFBC6,desktop,organic_search,UK,25-34,add_to_cart,3,2024-01-19 19:57:05,473,6,checkout
D31BB205,mobile,social_media,UK,45-54,visit,1,2024-03-10 16:57:54,89,2,purchase
D31BB205,mobile,social_media,UK,45-54,signup,2,2024-03-10 17:30:19,139,1,purchase
D31BB205,mobile,social_media,UK,45-54,add_to_cart,3,2024-03-10 17:56:22,394,3,purchase
D31BB205,mobile,social_media,UK,45-54,checkout,4,2024-03-10 18:52:44,225,2,purchase
4A3B968E,desktop,social_media,India,25-34,visit,1,2024-06-13 13:36:36,175,2,checkout
4A3B968E,desktop,social_media,India,25-34,signup,2,2024-06-13 14:26:59,143,4,checkout
4A3B968E,desktop,social_media,India,25-34,add_to_cart,3,2024-06-13 15:24:21,580,3,checkout
90282493,mobile,organic_search,Singapore,25-34,visit,1,2024-03-07 18:56:59,62,1,signup
972CD9A1,desktop,social_media,Germany,25-34,visit,1,2024-04-27 05:34:02,177,4,add_to_cart
972CD9A1,desktop,social_media,Germany,25-34,signup,2,2024-04-27 05:38:51,145,3,add_to_cart
AADA336B,mobile,paid_ads,India,35-44,visit,1,2024-02-21 08:45:23,79,4,signup
B2D387F5,mobile,organic_search,UK,18-24,visit,1,2024-06-05 17:29:25,39,2,signup
3CF7F391,tablet,referral,Australia,25-34,visit,1,2024-01-09 10:29:37,32,4,checkout
3CF7F391,tablet,referral,Australia,25-34,signup,2,2024-01-09 11:06:24,70,2,checkout
3CF7F391,tablet,referral,Australia,25-34,add_to_cart,3,2024-01-09 11:17:36,287,6,checkout
16E077AF,mobile,direct,USA,55+,visit,1,2024-05-21 16:47:47,43,1,signup
8A4B1745,tablet,direct,India,25-34,visit,1,2024-03-30 05:04:30,130,4,
8A4B1745,tablet,direct,India,25-34,signup,2,2024-03-30 05:44:46,189,1,
8A4B1745,tablet,direct,India,25-34,add_to_cart,3,2024-03-30 06:05:32,522,5,
8A4B1745,tablet,direct,India,25-34,checkout,4,2024-03-30 06:29:28,132,5,
8A4B1745,tablet,direct,India,25-34,purchase,5,2024-03-30 06:33:49,55,2,
655F2C19,desktop,paid_ads,India,25-34,visit,1,2024-04-14 03:00:14,97,1,add_to_cart
655F2C19,desktop,paid_ads,India,25-34,signup,2,2024-04-14 03:30:53,238,2,add_to_cart
4EF7C12C,tablet,social_media,USA,18-24,visit,1,2024-01-25 05:43:55,153,2,add_to_cart
4EF7C12C,tablet,social_media,USA,18-24,signup,2,2024-01-25 06:29:26,206,1,add_to_cart
DB2043C1,desktop,referral,India,25-34,visit,1,2024-06-28 02:12:28,164,2,checkout
DB2043C1,desktop,referral,India,25-34,signup,2,2024-06-28 02:31:38,170,3,checkout
DB2043C1,desktop,referral,India,25-34,add_to_cart,3,2024-06-28 03:11:57,165,3,checkout
36AE7990,desktop,social_media,UK,35-44,visit,1,2024-03-14 12:05:53,138,3,add_to_cart
36AE7990,desktop,social_media,UK,35-44,signup,2,2024-03-14 12:28:46,148,1,add_to_cart
CE854932,mobile,organic_search,Canada,45-54,visit,1,2024-01-16 07:14:07,45,3,signup
F2D59938,desktop,direct,USA,25-34,visit,1,2024-04-17 04:41:44,143,5,
F2D59938,desktop,direct,USA,25-34,signup,2,2024-04-17 04:45:47,119,2,
F2D59938,desktop,direct,USA,25-34,add_to_cart,3,2024-04-17 04:57:25,507,3,
F2D59938,desktop,direct,USA,25-34,checkout,4,2024-04-17 05:02:08,214,6,
F2D59938,desktop,direct,USA,25-34,purchase,5,2024-04-17 05:59:57,38,1,
66ABF344,desktop,social_media,UK,45-54,visit,1,2024-02-26 22:18:35,117,6,signup
B3BFBBDE,desktop,paid_ads,USA,18-24,visit,1,2024-06-10 01:18:21,108,4,checkout
B3BFBBDE,desktop,paid_ads,USA,18-24,signup,2,2024-06-10 01:42:00,113,2,checkout
B3BFBBDE,desktop,paid_ads,USA,18-24,add_to_cart,3,2024-06-10 02:18:43,504,6,checkout
D123AD18,mobile,organic_search,USA,25-34,visit,1,2024-05-02 01:40:25,103,2,signup
166AE63A,mobile,social_media,India,18-24,visit,1,2024-04-30 02:30:39,109,1,checkout
166AE63A,mobile,social_media,India,18-24,signup,2,2024-04-30 03:16:56,182,1,checkout
166AE63A,mobile,social_media,India,18-24,add_to_cart,3,2024-04-30 03:22:02,241,3,checkout
13D1D747,desktop,paid_ads,India,25-34,visit,1,2024-06-20 22:30:15,99,1,add_to_cart
13D1D747,desktop,paid_ads,India,25-34,signup,2,2024-06-20 22:31:49,77,4,add_to_cart
6EBD4B39,desktop,organic_search,UK,18-24,visit,1,2024-06-16 07:50:42,122,1,add_to_cart
6EBD4B39,desktop,organic_search,UK,18-24,signup,2,2024-06-16 08:36:01,158,2,add_to_cart
8EB195D6,mobile,paid_ads,USA,35-44,visit,1,2024-03-11 05:20:28,89,1,signup
991293E2,desktop,referral,USA,25-34,visit,1,2024-04-22 02:39:21,154,5,
991293E2,desktop,referral,USA,25-34,signup,2,2024-04-22 02:53:04,110,4,
991293E2,desktop,referral,USA,25-34,add_to_cart,3,2024-04-22 03:42:42,131,2,
991293E2,desktop,referral,USA,25-34,checkout,4,2024-04-22 04:19:50,246,4,
991293E2,desktop,referral,USA,25-34,purchase,5,2024-04-22 05:11:39,30,1,
98A1BE17,desktop,organic_search,USA,18-24,visit,1,2024-02-07 08:07:47,118,6,add_to_cart
98A1BE17,desktop,organic_search,USA,18-24,signup,2,2024-02-07 08:51:27,137,2,add_to_cart
91F23834,mobile,referral,Canada,35-44,visit,1,2024-05-16 19:32:33,88,3,signup
9869DDAE,mobile,organic_search,India,25-34,visit,1,2024-01-14 12:09:01,104,3,signup
0B392397,mobile,social_media,UK,25-34,visit,1,2024-01-09 21:33:25,137,1,signup
E03551D4,tablet,social_media,USA,35-44,visit,1,2024-05-08 09:42:37,101,2,checkout
E03551D4,tablet,social_media,USA,35-44,signup,2,2024-05-08 10:10:26,228,1,checkout
E03551D4,tablet,social_media,USA,35-44,add_to_cart,3,2024-05-08 10:37:31,386,7,checkout
CD779E9A,mobile,organic_search,USA,35-44,visit,1,2024-02-14 06:04:58,104,2,add_to_cart
CD779E9A,mobile,organic_search,USA,35-44,signup,2,2024-02-14 06:45:04,87,2,add_to_cart
F1DCEB35,mobile,organic_search,India,18-24,visit,1,2024-05-30 02:45:34,140,3,add_to_cart
F1DCEB35,mobile,organic_search,India,18-24,signup,2,2024-05-30 02:55:33,100,1,add_to_cart
C97C6BB2,desktop,social_media,USA,18-24,visit,1,2024-02-26 04:38:44,81,2,
C97C6BB2,desktop,social_media,USA,18-24,signup,2,2024-02-26 05:27:52,194,2,
C97C6BB2,desktop,social_media,USA,18-24,add_to_cart,3,2024-02-26 06:21:26,194,4,
C97C6BB2,desktop,social_media,USA,18-24,checkout,4,2024-02-26 07:00:28,362,7,
C97C6BB2,desktop,social_media,USA,18-24,purchase,5,2024-02-26 07:23:08,29,1,
E0A6763A,mobile,paid_ads,India,25-34,visit,1,2024-01-16 11:51:27,121,3,signup
6DF52F2C,mobile,social_media,UK,18-24,visit,1,2024-06-15 02:04:10,76,4,add_to_cart
6DF52F2C,mobile,social_media,UK,18-24,signup,2,2024-06-15 02:56:04,118,1,add_to_cart
F5C56222,mobile,social_media,USA,45-54,visit,1,2024-02-15 04:53:02,37,2,add_to_cart
F5C56222,mobile,social_media,USA,45-54,signup,2,2024-02-15 05:46:04,116,1,add_to_cart
3AF5C3D4,desktop,organic_search,India,35-44,visit,1,2024-06-17 06:06:23,89,6,checkout
3AF5C3D4,desktop,organic_search,India,35-44,signup,2,2024-06-17 06:12:48,236,4,checkout
3AF5C3D4,desktop,organic_search,India,35-44,add_to_cart,3,2024-06-17 07:11:33,429,9,checkout
C84A1592,mobile,social_media,Singapore,35-44,visit,1,2024-01-20 14:42:02,71,2,signup
FD2DA214,mobile,social_media,USA,25-34,visit,1,2024-03-14 19:30:59,86,4,
FD2DA214,mobile,social_media,USA,25-34,signup,2,2024-03-14 19:45:10,105,1,
FD2DA214,mobile,social_media,USA,25-34,add_to_cart,3,2024-03-14 19:47:11,234,5,
FD2DA214,mobile,social_media,USA,25-34,checkout,4,2024-03-14 20:34:00,175,3,
FD2DA214,mobile,social_media,USA,25-34,purchase,5,2024-03-14 21:04:59,47,2,
8EACD96E,tablet,paid_ads,Singapore,45-54,visit,1,2024-02-23 23:27:03,147,2,add_to_cart
8EACD96E,tablet,paid_ads,Singapore,45-54,signup,2,2024-02-24 00:21:02,70,2,add_to_cart
820D27C5,mobile,organic_search,India,18-24,visit,1,2024-03-29 01:02:42,74,1,add_to_cart
820D27C5,mobile,organic_search,India,18-24,signup,2,2024-03-29 01:34:31,164,1,add_to_cart
943F9E0E,mobile,social_media,India,25-34,visit,1,2024-05-03 10:30:15,55,4,signup
1B5C8FA4,desktop,organic_search,Canada,25-34,visit,1,2024-06-10 23:14:10,40,5,checkout
1B5C8FA4,desktop,organic_search,Canada,25-34,signup,2,2024-06-11 00:07:24,221,1,checkout
1B5C8FA4,desktop,organic_search,Canada,25-34,add_to_cart,3,2024-06-11 00:38:24,323,6,checkout
961C9794,mobile,social_media,UK,45-54,visit,1,2024-03-11 20:14:28,60,4,add_to_cart
961C9794,mobile,social_media,UK,45-54,signup,2,2024-03-11 20:35:33,61,1,add_to_cart
A7A5B253,desktop,email,India,18-24,visit,1,2024-02-01 14:01:22,145,1,purchase
A7A5B253,desktop,email,India,18-24,signup,2,2024-02-01 14:10:05,106,2,purchase
A7A5B253,desktop,email,India,18-24,add_to_cart,3,2024-02-01 14:33:09,350,2,purchase
A7A5B253,desktop,email,India,18-24,checkout,4,2024-02-01 15:14:26,454,3,purchase
810B9D3F,desktop,email,Singapore,25-34,visit,1,2024-03-12 21:10:06,53,3,
810B9D3F,desktop,email,Singapore,25-34,signup,2,2024-03-12 21:55:22,101,1,
810B9D3F,desktop,email,Singapore,25-34,add_to_cart,3,2024-03-12 22:44:34,350,7,
810B9D3F,desktop,email,Singapore,25-34,checkout,4,2024-03-12 23:33:51,286,7,
810B9D3F,desktop,email,Singapore,25-34,purchase,5,2024-03-13 00:09:46,59,2,
F3852AAA,mobile,email,India,55+,visit,1,2024-03-09 23:40:53,72,4,checkout
F3852AAA,mobile,email,India,55+,signup,2,2024-03-09 23:53:32,133,1,checkout
F3852AAA,mobile,email,India,55+,add_to_cart,3,2024-03-10 00:04:24,187,8,checkout
DD72DC05,desktop,paid_ads,Germany,35-44,visit,1,2024-02-10 16:22:24,137,3,add_to_cart
DD72DC05,desktop,paid_ads,Germany,35-44,signup,2,2024-02-10 17:15:52,174,3,add_to_cart
1A974E22,mobile,direct,USA,45-54,visit,1,2024-05-10 03:14:33,39,2,signup
BEF441B2,mobile,direct,USA,18-24,visit,1,2024-02-21 20:12:24,24,3,add_to_cart
BEF441B2,mobile,direct,USA,18-24,signup,2,2024-02-21 20:47:22,175,1,add_to_cart
D3938986,desktop,organic_search,India,55+,visit,1,2024-05-16 06:43:10,156,2,
D3938986,desktop,organic_search,India,55+,signup,2,2024-05-16 07:29:11,181,4,
D3938986,desktop,organic_search,India,55+,add_to_cart,3,2024-05-16 07:35:36,427,2,
D3938986,desktop,organic_search,India,55+,checkout,4,2024-05-16 08:13:57,232,6,
D3938986,desktop,organic_search,India,55+,purchase,5,2024-05-16 09:10:56,33,1,
9FFDE7A6,tablet,social_media,UK,25-34,visit,1,2024-05-12 17:33:46,77,2,add_to_cart
9FFDE7A6,tablet,social_media,UK,25-34,signup,2,2024-05-12 17:58:35,69,1,add_to_cart
BE966E50,mobile,paid_ads,UK,35-44,visit,1,2024-05-05 20:03:49,109,3,add_to_cart
BE966E50,mobile,paid_ads,UK,35-44,signup,2,2024-05-05 20:10:48,60,1,add_to_cart
30E11C2A,desktop,email,India,25-34,visit,1,2024-01-14 20:45:35,75,2,add_to_cart
30E11C2A,desktop,email,India,25-34,signup,2,2024-01-14 21:28:18,229,2,add_to_cart
2E6681A0,mobile,paid_ads,USA,45-54,visit,1,2024-04-28 06:45:22,119,3,signup
6934E718,mobile,organic_search,India,35-44,visit,1,2024-05-03 07:12:47,35,3,add_to_cart
6934E718,mobile,organic_search,India,35-44,signup,2,2024-05-03 07:39:39,65,2,add_to_cart
1828D81C,desktop,organic_search,India,35-44,visit,1,2024-02-03 05:33:50,46,3,checkout
1828D81C,desktop,organic_search,India,35-44,signup,2,2024-02-03 05:43:09,237,3,checkout
1828D81C,desktop,organic_search,India,35-44,add_to_cart,3,2024-02-03 06:12:23,388,5,checkout
7BF8330B,mobile,email,UK,18-24,visit,1,2024-04-13 17:16:20,102,1,add_to_cart
7BF8330B,mobile,email,UK,18-24,signup,2,2024-04-13 18:07:08,183,1,add_to_cart
93E451B8,mobile,referral,USA,25-34,visit,1,2024-05-21 13:58:37,112,3,add_to_cart
93E451B8,mobile,referral,USA,25-34,signup,2,2024-05-21 14:57:29,129,2,add_to_cart
B0D6E4A3,desktop,direct,Singapore,35-44,visit,1,2024-02-17 12:54:05,120,2,checkout
B0D6E4A3,desktop,direct,Singapore,35-44,signup,2,2024-02-17 13:28:58,193,4,checkout
B0D6E4A3,desktop,direct,Singapore,35-44,add_to_cart,3,2024-02-17 13:42:14,572,5,checkout
159CEA63,mobile,organic_search,Germany,25-34,visit,1,2024-02-01 17:30:38,48,1,add_to_cart
159CEA63,mobile,organic_search,Germany,25-34,signup,2,2024-02-01 18:03:22,78,1,add_to_cart
6BC2F5D6,mobile,direct,India,25-34,visit,1,2024-03-30 18:17:19,77,4,
6BC2F5D6,mobile,direct,India,25-34,signup,2,2024-03-30 18:42:11,191,1,
6BC2F5D6,mobile,direct,India,25-34,add_to_cart,3,2024-03-30 18:56:55,449,4,
6BC2F5D6,mobile,direct,India,25-34,checkout,4,2024-03-30 19:02:32,229,4,
6BC2F5D6,mobile,direct,India,25-34,purchase,5,2024-03-30 19:25:38,16,1,
304E479C,mobile,paid_ads,India,18-24,visit,1,2024-03-14 16:23:25,111,3,checkout
304E479C,mobile,paid_ads,India,18-24,signup,2,2024-03-14 17:13:52,55,1,checkout
304E479C,mobile,paid_ads,India,18-24,add_to_cart,3,2024-03-14 18:11:47,269,7,checkout
33C690F6,mobile,social_media,Germany,35-44,visit,1,2024-02-22 10:02:52,84,1,signup
A15599C2,tablet,paid_ads,India,45-54,visit,1,2024-06-28 16:38:07,153,2,signup
30123843,mobile,referral,India,55+,visit,1,2024-05-04 06:36:54,138,3,signup
1ED53819,mobile,direct,USA,55+,visit,1,2024-05-13 15:04:01,128,4,signup
FA7F7981,mobile,social_media,Singapore,25-34,visit,1,2024-04-18 03:34:26,31,3,signup
C0F25C22,desktop,social_media,USA,35-44,visit,1,2024-02-12 15:28:51,110,5,add_to_cart
C0F25C22,desktop,social_media,USA,35-44,signup,2,2024-02-12 15:44:04,207,3,add_to_cart
2CA35FCA,mobile,direct,India,25-34,visit,1,2024-05-12 22:32:01,137,3,checkout
2CA35FCA,mobile,direct,India,25-34,signup,2,2024-05-12 22:43:12,119,1,checkout
2CA35FCA,mobile,direct,India,25-34,add_to_cart,3,2024-05-12 23:09:48,416,6,checkout
3B33FF65,tablet,direct,USA,35-44,visit,1,2024-03-03 23:16:01,176,4,add_to_cart
3B33FF65,tablet,direct,USA,35-44,signup,2,2024-03-03 23:24:59,138,2,add_to_cart
13105570,mobile,organic_search,USA,25-34,visit,1,2024-06-12 15:58:28,58,4,add_to_cart
13105570,mobile,organic_search,USA,25-34,signup,2,2024-06-12 16:15:41,143,2,add_to_cart
BED6F51D,mobile,organic_search,Singapore,55+,visit,1,2024-05-29 04:36:02,62,2,signup
2DC3BEC0,desktop,paid_ads,India,45-54,visit,1,2024-05-30 16:25:18,74,1,checkout
2DC3BEC0,desktop,paid_ads,India,45-54,signup,2,2024-05-30 16:28:51,111,1,checkout
2DC3BEC0,desktop,paid_ads,India,45-54,add_to_cart,3,2024-05-30 16:31:33,529,9,checkout
E8688697,desktop,organic_search,Australia,45-54,visit,1,2024-01-11 20:41:23,69,2,add_to_cart
E8688697,desktop,organic_search,Australia,45-54,signup,2,2024-01-11 21:15:23,194,3,add_to_cart
55760153,tablet,social_media,UK,25-34,visit,1,2024-02-14 11:26:28,66,1,signup
5008197C,tablet,direct,India,18-24,visit,1,2024-06-08 13:52:39,162,2,add_to_cart
5008197C,tablet,direct,India,18-24,signup,2,2024-06-08 13:56:08,177,2,add_to_cart
1B5BC73B,mobile,email,Singapore,18-24,visit,1,2024-01-07 05:35:52,90,1,add_to_cart
1B5BC73B,mobile,email,Singapore,18-24,signup,2,2024-01-07 05:39:52,70,2,add_to_cart
1EE667F3,mobile,paid_ads,Singapore,45-54,visit,1,2024-06-05 07:47:07,29,1,signup
A2964EAA,desktop,paid_ads,USA,25-34,visit,1,2024-03-02 06:07:03,109,1,checkout
A2964EAA,desktop,paid_ads,USA,25-34,signup,2,2024-03-02 06:29:21,223,2,checkout
A2964EAA,desktop,paid_ads,USA,25-34,add_to_cart,3,2024-03-02 06:43:29,266,6,checkout
